OBJECTID,NAME,OWNER,NOTES,CITY,FEATTYPE,STATUS,SOURCE,SOURCE_YEAR,ShapeSTArea,ShapeSTLength
825,Sleepy Hollow Park,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,26723.251953125,664.095927508789
826,Pegasus Park,Park,Special,Dallas,Local Park,Existing,City of Dallas,2019,258653.797851562,3236.43903734
827,Thomas Hill Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,51051.5283203125,931.072474825471
828,Jones Park,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,13127.48046875,449.028839828736
829,Ledbetter-Eagle Ford,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,33795.2275390625,745.790283797547
830,Derek Geter Park,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,41640.4638671875,867.317930393005
831,LB Houston Nature Area,,Conservation,Dallas,Local Park,Existing,City of Dallas,2019,13872939.3769531,37196.6462522851
832,Hillcrest Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,334625.196289062,3445.2012206136
833,Twin Lakes Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,339320.169921875,3749.70871233006
834,Brownwood Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,621007.78515625,5398.9660511004
835,Forest Meadows Park,Park,Linear,Dallas,Local Park,Existing,City of Dallas,2019,430027.39453125,8085.60087115887
836,Lake Highlands North,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1200769.8984375,5303.48090813884
837,BB Owen Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1183477.14453125,6267.8601712059
838,McCree East,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,92540.818359375,2770.12004499108
839,Elgin B Robertson,Park,Regional,Rowlett,Local Park,Existing,City of Dallas,2017,3983512.79101562,17171.7967489815
840,Field Frazier Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,128823.616210938,2666.3174591681
841,Umphress Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,610223.905273438,4601.2676774165
842,St Augustine Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,925739.896484375,9980.37368705826
843,Grauwyler Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1050678.41699219,8037.19871130539
844,Craddock Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,274622.958984375,3247.29103667426
845,John C Phelps Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1487595.82910156,7890.29974968505
846,Dixon Branch Greenbelt,Park,Linear,Dallas,Local Park,Existing,City of Dallas,2019,2613326.49804688,36228.6573387146
847,Tipton Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,829417.627929688,6389.39291011512
848,Foxhaven,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,263629.1875,2347.00491871059
849,Hines Park,Park,Conservation,Dallas,Local Park,Existing,City of Dallas,2019,629708.452148438,3851.47213387032
850,Moss Glen Park,Streets,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,190723.227539062,2359.10536464381
851,Wheatland Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1089330.90917969,7347.0789819549
852,Opportunity Park,Park and Dallas County,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,619244.140625,7161.8213115885
853,Martin Weiss Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,624446.169921875,4327.70790875422
854,Coombs Creek Greenbelt,Park,Linear,Dallas,Local Park,Existing,City of Dallas,2019,1183267.82421875,14675.4935955455
855,Briar Gate Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,803216.115234375,6515.54541033
856,Five Mile Greenbelt,Park,Linear,Dallas,Local Park,Existing,City of Dallas,2019,4415569.15625,35644.5133295609
857,Runyon Creek Greenbelt,Park,Conservation,Dallas,Local Park,Existing,City of Dallas,2019,2585576.3203125,10883.4993876492
858,Founders Square,Park,Special (Downtown),Dallas,Local Park,Existing,City of Dallas,2019,80568.755859375,2008.49823651845
859,Mountain Creek Lake,ONCOR-Exelon,Regional,Dallas,Local Park,Existing,City of Dallas,2019,14465616.4443359,51269.8127274388
860,Arcadia Heights Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,107402.80859375,2502.20018100841
861,Elmwood Parkway,Park,Linear,Dallas,Local Park,Existing,City of Dallas,2019,856618.279296875,13185.2611779413
862,Westmount Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,160649.85546875,2260.35688392416
863,Scyene Trail,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1630693.26367188,6169.43770791323
864,Griggs Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,365552.3671875,3301.39472414428
865,Bert Fields,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,2596769.296875,12260.7683587878
866,Bachman Creek Greenbelt,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1826838.19726562,7869.50479919749
867,Dallas Zoo,Park,Special,Dallas,Local Park,Existing,City of Dallas,2019,5398567.28027344,25929.1189400314
868,Crawford Memorial Park,Park,Metro,Dallas,Local Park,Existing,City of Dallas,2019,11539889.6435547,15019.972575083
869,Turtle Creek Parkway,Park,Linear,Dallas,Local Park,Existing,City of Dallas,2019,1078946.03027344,21696.9015004284
870,Betty Jane Lane Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,110193.637695312,3012.22404023979
871,Keller Springs Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,508105.498046875,3358.95520895777
872,Page Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,82040.7265625,1323.23002440895
873,Lakewood Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,644351.423828125,8391.51087911188
874,Olive Shapiro,Park,Linear,Dallas,Local Park,Existing,City of Dallas,2019,7306404.37695312,21363.451410264
875,Flag Pole Hill Park,Park,Metro,Dallas,Local Park,Existing,City of Dallas,2019,4656367.76757812,9213.04825293564
876,Kingsbridge Park,Dallas Housing Authority,Community Park,Dallas,Local Park,Existing,City of Dallas,2017,1174898.55761719,10092.6704214385
877,Orbiter Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,410887.510742188,3772.26029296839
878,Northwood Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,281260.452148438,2722.19967267892
879,White Rock Greenbelt North,Various Easements,Linear,Dallas,Local Park,Existing,City of Dallas,2019,299197.116210938,16853.175015111
880,Arapaho Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,447760.09375,7152.56870111493
881,Bachman Lake Park,City of Dallas,Metro,Dallas,Local Park,Existing,City of Dallas,2019,3628841.18457031,36398.5095336592
882,Fair Oaks,Park,Metro,Dallas,Local Park,Existing,City of Dallas,2019,12102356.3369141,28418.4086348717
883,Preston Green Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,155367.422851562,2243.40242594529
884,Mildred L Dunn Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,187845.612304688,1767.09559453817
885,Dallas Arboretum,Park,Special (Botanical),Dallas,Local Park,Existing,City of Dallas,2019,2927180.5,9835.48325464177
886,Elm Fork Athletic Complex,Park,Special,Dallas,Local Park,Existing,City of Dallas,2019,5854667.87109375,11580.8376852697
887,Singing Hills Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,596680.653320312,3853.37536203513
888,Bear Creek Bend III,Bear Creek HOA,,Euless,Local Park,Existing,City of Euless,2017,44392.5419921875,1279.46556112957
889,Hillside Park/Blue Sky,,Sports Field/Complexes,Allen,Local Park,Existing,City of Allen,2019,387582.251953125,2768.1176953543
890,Story Park,,Neighborhood,Allen,Local Park,Existing,City of Allen,2019,468597.88671875,3671.4684275297
891,Jupiter Park,,Sports Field/Complexes,Allen,Local Park,Existing,City of Allen,2019,363486.443359375,2639.74995128073
892,Hillside Play Area,,Pocket Park,Allen,Local Park,Existing,City of Allen,2019,21873.56640625,622.323952934066
893,Shadow Lakes Park,,Red River E,Allen,Local Park,Existing,City of Allen,2017,233271.96484375,2534.69060312067
894,Ford Park East,,Community Park,Allen,Local Park,Existing,City of Allen,2019,1046241.80664062,4148.91600904967
895,Trail at the Woods,,,Allen,Local Park,Existing,City of Allen,2017,3026960.47460938,12545.5551637935
896,Collin Square,,,Allen,Local Park,Existing,City of Allen,2017,375706.42578125,5114.8050200432
897,Heritage Park,City of Allen,Nature Preserve,Allen,Local Park,Existing,City of Allen,2019,100604.048828125,1624.74121287853
898,Cottonwood Bend Park,,Neighborhood,Allen,Local Park,Existing,City of Allen,2019,166096.041015625,1776.33539999919
899,Celebration Park,,Community Park,Allen,Local Park,Existing,City of Allen,2019,4329252.03125,8683.50534055037
900,Allen Heritage Village,City of Allen,Regional Park,Allen,Local Park,Existing,City of Allen,2019,176438.732421875,2155.04109975897
901,Allen Senior Recreation Center,,Facility,Allen,Local Park,Existing,City of Allen,2019,352898.96484375,2712.55053894859
902,Don Rodenbaugh Natatorium,,Regional Park,Allen,Local Park,Existing,City of Allen,2019,476922.814453125,4011.94109204015
903,Raintree Park,,,Allen,Local Park,Existing,City of Allen,2017,347015.826171875,2435.58268666972
904,Allen Station Park,,Regional Park,Allen,Local Park,Existing,City of Allen,2019,4068261.70507812,11170.2249662151
905,Allen Youth Park Edge,,Regional Park,Allen,Local Park,Existing,City of Allen,2019,492685.19921875,2986.03605387664
906,Glendover Park,,Neighborhood,Allen,Local Park,Existing,City of Allen,2019,442935.896484375,3846.71804566531
907,Bradford Crossing Park,,Neighborhood,Allen,Local Park,Existing,City of Allen,2019,189059.84765625,1823.38688319577
908,Liberty Garden,,Special Use,Allen,Local Park,Existing,City of Allen,2019,5829.341796875,355.488049155327
909,Greenville Heights Park,,,Allen,Local Park,Existing,City of Allen,2017,530472.90625,3395.96517535724
910,Spring Meadow Park,,Neighborhood,Allen,Local Park,Existing,City of Allen,2019,202923.41796875,2086.08477929787
911,Allen Dog Park,,Special,Allen,Local Park,Existing,City of Allen,2017,31845.947265625,705.023006016684
912,Orchards Park,,Neighborhood,Allen,Local Park,Existing,City of Allen,2019,230446.076171875,2425.97057917543
913,Parkside Property,,,Allen,Local Park,Existing,City of Allen,2017,185580.154296875,2837.41653267151
914,Texas Parks & Recreation,City of Allen,,Allen,Local Park,Existing,City of Allen,2017,1727431.52734375,5893.69555450269
915,Allenwood Park,,Neighborhood,Allen,Local Park,Existing,City of Allen,2019,167683.08984375,1611.03800714377
916,Community Center,City of Cedar Hill,Neighborhood,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,278913.24609375,2315.02566925318
917,Parkerville Park,City of Cedar Hill,Neighborhood,Cedar Hill,Local Park,Existing,City Website,2020,1145029.23535156,7102.19721135473
918,Ramsey Park,City of Cedar Hill,Neighborhood,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,282700.31640625,2288.90602413523
919,Bradford Park,City of Cedar Hill,Neighborhood,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,247704.173828125,2372.08930007774
920,Virginia Weaver Park,City of Cedar Hill,Neighborhood,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,1047747.8203125,4202.67948517471
921,Dot Thomas Park,City of Cedar Hill,Neighborhood,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,364823.188476562,3419.6878405654
922,Highlands South Park,CHISD,Neighborhood,Cedar Hill,Local Park,Existing,City Website,2020,364780.223632812,2534.59931768166
923,Calf Pasture Park,City of Cedar Hill,Neighborhood,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,294977.453125,2747.87902734394
924,Waterford Oaks Park,,Neighborhood,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,338118.427734375,4438.85701805734
925,Windsor City Park,City of Cedar Hill,Neighborhood,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,175575.879882812,1677.31731300163
926,Wildwood Community Center,City of Cedar Hill,Neighborhood,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,243311.098632812,2189.65170409569
927,JW Williams Park,City of Cedar Hill,Neighborhood,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,262218.106445312,2171.59122982413
928,Ridge View Park,PPTY Owners Assoc of Lake,Private Park,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,629076.778320312,3246.99644354677
929,Lester Lorch Park Nature Preserve,County of Dallas,Nature Preserve,Cedar Hill,Local Park,Existing,City Website,2020,3591032.33398438,10740.559932459
930,Valley Ridge Park,City of Cedar Hill,Community Park,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,7204889.72265625,15469.1551837296
931,Kingswood Park,,Neighborhood,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,595935.109375,3496.03106914436
932,Crawford Park,,Neighborhood,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,412836.436523438,4742.59882810385
933,Cedar Mountain Preserve,,Nature Preserve,Cedar Hill,Local Park,Existing,PADUSA,2020,11189745.6025391,17740.1245879217
934,Longhorn Park,,Neighborhood,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,436400.532226562,2861.21356488183
935,Payne Park,,,Bridgeport,Local Park,Existing,City of Bridgeport,2017,169976.137695312,3326.89221167173
936,Harwood Park,,,Bridgeport,Local Park,Existing,PADUSA/Google,2020,455451.622070312,3932.7583189595
937,Bethany Lakes Park,,Community Park,Allen,Local Park,Existing,City of Allen,2019,2063620.45703125,8233.01284054626
938,Bethany Ridge Park,,Neighborhood,Allen,Local Park,Existing,City of Allen,2019,310927.681640625,3152.97838080056
939,The Bluffs at Lost Creek,,,Allen,Local Park,Existing,City of Allen,2017,632103.05078125,5238.74676219035
940,Lost Creek Park,,Neighborhood,Allen,Local Park,Existing,City of Allen,2019,218168.92578125,1984.0732346751
941,Stacy Ridge Park,,Neighborhood,Allen,Local Park,Existing,City of Allen,2019,668323.90625,4419.80002109813
942,Rolling Hills Park,,Pocket Park,Allen,Local Park,Existing,City of Allen,2019,18849.94140625,566.141376827972
943,Country Meadows Park,,Neighborhood,Allen,Local Park,Existing,City of Allen,2019,327568.09765625,2368.41861714687
944,Walden Park,,Pocket Park,Allen,Local Park,Existing,City of Allen,2019,21766.904296875,656.599834733317
945,Reed Park East,,Neighborhood,Allen,Local Park,Existing,City of Allen,2019,155894.34375,1760.10539448441
946,Ridgewood Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,461944.819335938,3346.40241855832
947,Norbuck Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,4297223.15625,9729.68597468626
948,Lake Highlands Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1628084.18164062,6106.31824933859
949,Lochwood Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,536895.240234375,3163.68283081478
950,Casa View Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,275484.302734375,2169.80154256332
951,Renshaw Park,,,Decatur,Local Park,Existing,City of Decatur,2020,724992.845703125,3666.44425885075
952,Hollis-Jones Park,,,Decatur,Local Park,Existing,City of Decatur,2020,1031765.56054688,5281.54247350496
953,Melba Doyle Park,,,Decatur,Local Park,Existing,City of Decatur,2020,211152.31640625,2011.98829008043
954,Harmon Field Park,,,Decatur,Local Park,Existing,City of Decatur,2020,200764.001953125,1808.15347964466
955,Louida Willis Park,City of Decatur,,Decatur,Local Park,Existing,City of Decatur,2020,31048.095703125,757.861015903838
956,Cross Timbers Park,,Neighborhood,Denton,Local Park,Existing,City of Denton,2019,3251590.91210938,18336.8805593608
957,Airport Open Space,City of Denton,Open Space,Denton,Local Park,Existing,City of Denton,2019,1832745.00878906,7295.83905705937
958,South Lakes Park,City of Denton,City Wide,Denton,Local Park,Existing,City of Denton,2019,8160102.203125,15075.605996573
959,Joe Skiles Park,,Neighborhood,Denton,Local Park,Existing,City of Denton,2019,239432.178710938,2012.06159839479
960,Water Works Park,City of Denton,City Wide/DISD,Denton,Local Park,Existing,City of Denton,2019,601181.94140625,3221.79249300308
961,Preserve Pecan Creek ,,Open Space,Denton,Local Park,Existing,City of Denton,2017,1214334.59765625,12776.1086159282
962,Nette Schultz Park,,Neighborhood,Denton,Local Park,Existing,City of Denton,2019,358187.930664062,3080.13090409467
963,Lake Forest Park,City of Denton,,Denton,Local Park,Existing,City of Denton,2017,2830448.81933594,8719.46930144929
964,Denia Park,,Community Park,Denton,Local Park,Existing,City of Denton,2019,993951.145507812,3980.37312429151
965,Owsley Park,,Neighborhood,Denton,Local Park,Existing,City of Denton,2019,21935.435546875,591.87873392278
966,Woodrow Open Space,City of Denton,Open Space,Denton,Local Park,Existing,City of Denton,2019,391385.725585938,2560.31568075162
967,Pebblebrook Park,City of Denton,Neighborhood,Denton,Local Park,Existing,City of Denton,2019,1060937.03808594,4647.89033448523
